etype=Set(modrxn|inrxn|rxnprod)	a	b	dir	sign	pathway=Discrete(REPLACE_ME)
inrxn	species113533	REACT10104	1	1	Metabolism
inrxn	species113529	REACT10104	1	1	Metabolism
inrxn	species113600	REACT10104	1	1	Metabolism
inrxn	species193777	REACT10104	1	1	Metabolism
rxnprod	REACT10104	species113563	1	1	Metabolism
rxnprod	REACT10104	species113521	1	1	Metabolism
rxnprod	REACT10104	species193782	1	1	Metabolism
inrxn	species193717	REACT9979	1	1	Metabolism
rxnprod	REACT9979	species192060	1	1	Metabolism
modrxn	E10998	REACT10000	1	1	Metabolism
inrxn	species76194	REACT10000	1	1	Metabolism
inrxn	species113592	REACT10000	1	1	Metabolism
inrxn	species193762	REACT10000	1	1	Metabolism
rxnprod	REACT10000	species29356	1	1	Metabolism
rxnprod	REACT10000	species111294	1	1	Metabolism
rxnprod	REACT10000	species76577	1	1	Metabolism
rxnprod	REACT10000	species193741	1	1	Metabolism
inrxn	species193741	REACT10121	1	1	Metabolism
rxnprod	REACT10121	species193793	1	1	Metabolism
modrxn	REACT26174	REACT24937	1	1	Metabolism
inrxn	REACT27010	REACT24937	1	1	Metabolism
inrxn	species111707	REACT24937	1	1	Metabolism
rxnprod	REACT24937	REACT25705	1	1	Metabolism
rxnprod	REACT24937	species29432	1	1	Metabolism
modrxn	E23600	REACT10132	1	1	Metabolism
inrxn	species193793	REACT10132	1	1	Metabolism
rxnprod	REACT10132	species193422	1	1	Metabolism
modrxn	REACT122486	REACT120889	1	1	Metabolism
inrxn	species2065251	REACT120889	1	1	Metabolism
inrxn	species1605715	REACT120889	1	1	Metabolism
rxnprod	REACT120889	species2065239	1	1	Metabolism
rxnprod	REACT120889	species1606845	1	1	Metabolism
modrxn	species3907265	REACT121345	1	1	Metabolism
inrxn	species2065257	REACT121345	1	1	Metabolism
inrxn	species1605715	REACT121345	1	1	Metabolism
rxnprod	REACT121345	species2065212	1	1	Metabolism
inrxn	species193728	REACT10015	1	1	Metabolism
rxnprod	REACT10015	species193777	1	1	Metabolism
modrxn	E29785	REACT13626	1	1	Metabolism
inrxn	species113534	REACT13626	1	1	Metabolism
inrxn	species156540	REACT13626	1	1	Metabolism
inrxn	species113601	REACT13626	1	1	Metabolism
inrxn	species215573	REACT13626	1	1	Metabolism
rxnprod	REACT13626	species113519	1	1	Metabolism
rxnprod	REACT13626	species113564	1	1	Metabolism
rxnprod	REACT13626	species215584	1	1	Metabolism
modrxn	E3141	REACT163633	1	1	Metabolism
inrxn	species113592	REACT163633	1	1	Metabolism
inrxn	species199207	REACT163633	1	1	Metabolism
inrxn	REACT165540	REACT163633	1	1	Metabolism
rxnprod	REACT163633	species76577	1	1	Metabolism
rxnprod	REACT163633	species111294	1	1	Metabolism
rxnprod	REACT163633	REACT164655	1	1	Metabolism
modrxn	species2161611	REACT13738	1	1	Metabolism
inrxn	species29368	REACT13738	1	1	Metabolism
inrxn	species70106	REACT13738	1	1	Metabolism
inrxn	species29364	REACT13738	1	1	Metabolism
inrxn	species266056	REACT13738	1	1	Metabolism
rxnprod	REACT13738	species29366	1	1	Metabolism
rxnprod	REACT13738	species29356	1	1	Metabolism
rxnprod	REACT13738	species2161636	1	1	Metabolism
modrxn	E6718	REACT10086	1	1	Metabolism
inrxn	species70106	REACT10086	1	1	Metabolism
inrxn	species29364	REACT10086	1	1	Metabolism
inrxn	species193724	REACT10086	1	1	Metabolism
rxnprod	REACT10086	species29366	1	1	Metabolism
rxnprod	REACT10086	species193760	1	1	Metabolism
modrxn	species3229260	REACT10054	1	1	Metabolism
inrxn	species70106	REACT10054	1	1	Metabolism
inrxn	species29364	REACT10054	1	1	Metabolism
inrxn	species193760	REACT10054	1	1	Metabolism
rxnprod	REACT10054	species29366	1	1	Metabolism
rxnprod	REACT10054	species213285	1	1	Metabolism
modrxn	species3219438	REACT13670	1	1	Metabolism
inrxn	species113534	REACT13670	1	1	Metabolism
inrxn	species156540	REACT13670	1	1	Metabolism
inrxn	species113601	REACT13670	1	1	Metabolism
inrxn	species30321	REACT13670	1	1	Metabolism
rxnprod	REACT13670	species113564	1	1	Metabolism
rxnprod	REACT13670	species113519	1	1	Metabolism
rxnprod	REACT13670	species213144	1	1	Metabolism
modrxn	species3222449	REACT13492	1	1	Metabolism
inrxn	species156540	REACT13492	1	1	Metabolism
inrxn	species113601	REACT13492	1	1	Metabolism
inrxn	species113534	REACT13492	1	1	Metabolism
inrxn	species76328	REACT13492	1	1	Metabolism
rxnprod	REACT13492	species113564	1	1	Metabolism
rxnprod	REACT13492	species113519	1	1	Metabolism
rxnprod	REACT13492	species76452	1	1	Metabolism
modrxn	E6718	REACT10131	1	1	Metabolism
inrxn	species70106	REACT10131	1	1	Metabolism
inrxn	species29364	REACT10131	1	1	Metabolism
inrxn	species193745	REACT10131	1	1	Metabolism
rxnprod	REACT10131	species29366	1	1	Metabolism
rxnprod	REACT10131	species193707	1	1	Metabolism
inrxn	species193739	REACT10118	1	1	Metabolism
rxnprod	REACT10118	species193732	1	1	Metabolism
inrxn	species76183	REACT6755	1	1	Metabolism
inrxn	E10	REACT6755	1	1	Metabolism
rxnprod	REACT6755	species76194	1	1	Metabolism
rxnprod	REACT6755	species158833	1	1	Metabolism
modrxn	E11001	REACT9970	1	1	Metabolism
inrxn	species76194	REACT9970	1	1	Metabolism
inrxn	species113592	REACT9970	1	1	Metabolism
inrxn	species193778	REACT9970	1	1	Metabolism
rxnprod	REACT9970	species29356	1	1	Metabolism
rxnprod	REACT9970	species111294	1	1	Metabolism
rxnprod	REACT9970	species76577	1	1	Metabolism
rxnprod	REACT9970	species193739	1	1	Metabolism
modrxn	REACT121563	REACT120781	1	1	Metabolism
inrxn	species2065213	REACT120781	1	1	Metabolism
inrxn	species1605715	REACT120781	1	1	Metabolism
rxnprod	REACT120781	species2065269	1	1	Metabolism
rxnprod	REACT120781	species1606845	1	1	Metabolism
modrxn	E1593	REACT9988	1	1	Metabolism
inrxn	species113533	REACT9988	1	1	Metabolism
inrxn	species113529	REACT9988	1	1	Metabolism
inrxn	species113600	REACT9988	1	1	Metabolism
inrxn	species193716	REACT9988	1	1	Metabolism
rxnprod	REACT9988	species113521	1	1	Metabolism
rxnprod	REACT9988	species113563	1	1	Metabolism
rxnprod	REACT9988	species193757	1	1	Metabolism
modrxn	E23600	REACT9964	1	1	Metabolism
inrxn	species193732	REACT9964	1	1	Metabolism
rxnprod	REACT9964	species193388	1	1	Metabolism
modrxn	E1593	REACT10100	1	1	Metabolism
inrxn	species113533	REACT10100	1	1	Metabolism
inrxn	species113529	REACT10100	1	1	Metabolism
inrxn	species113600	REACT10100	1	1	Metabolism
inrxn	species193785	REACT10100	1	1	Metabolism
rxnprod	REACT10100	species113521	1	1	Metabolism
rxnprod	REACT10100	species113563	1	1	Metabolism
rxnprod	REACT10100	species193747	1	1	Metabolism
modrxn	species3215460	REACT13651	1	1	Metabolism
inrxn	species156540	REACT13651	1	1	Metabolism
inrxn	species113601	REACT13651	1	1	Metabolism
inrxn	species113534	REACT13651	1	1	Metabolism
inrxn	species211906	REACT13651	1	1	Metabolism
rxnprod	REACT13651	species113564	1	1	Metabolism
rxnprod	REACT13651	species113519	1	1	Metabolism
rxnprod	REACT13651	species211894	1	1	Metabolism
inrxn	species213285	REACT10112	1	1	Metabolism
rxnprod	REACT10112	species193720	1	1	Metabolism
modrxn	species3229155	REACT13485	1	1	Metabolism
inrxn	species156540	REACT13485	1	1	Metabolism
inrxn	species113601	REACT13485	1	1	Metabolism
inrxn	species113534	REACT13485	1	1	Metabolism
inrxn	species140356	REACT13485	1	1	Metabolism
rxnprod	REACT13485	species113564	1	1	Metabolism
rxnprod	REACT13485	species113519	1	1	Metabolism
rxnprod	REACT13485	species352318	1	1	Metabolism
modrxn	E1593	REACT9976	1	1	Metabolism
inrxn	species113529	REACT9976	1	1	Metabolism
inrxn	species113600	REACT9976	1	1	Metabolism
inrxn	species113533	REACT9976	1	1	Metabolism
inrxn	species193708	REACT9976	1	1	Metabolism
rxnprod	REACT9976	species113563	1	1	Metabolism
rxnprod	REACT9976	species113521	1	1	Metabolism
rxnprod	REACT9976	species193716	1	1	Metabolism
modrxn	E6005	REACT121236	1	1	Metabolism
inrxn	species113528	REACT121236	1	1	Metabolism
rxnprod	REACT121236	species1237009	1	1	Metabolism
modrxn	species198809	REACT11095	1	1	Metabolism
inrxn	species29450	REACT11095	1	1	Metabolism
inrxn	species198827	REACT11095	1	1	Metabolism
rxnprod	REACT11095	species111745	1	1	Metabolism
rxnprod	REACT11095	species198816	1	1	Metabolism
modrxn	REACT6527	REACT6300	1	1	Metabolism
inrxn	REACT13953	REACT6300	1	1	Metabolism
inrxn	species113529	REACT6300	1	1	Metabolism
inrxn	species73663	REACT6300	1	1	Metabolism
inrxn	species76633	REACT6300	1	1	Metabolism
rxnprod	REACT6300	REACT13858	1	1	Metabolism
rxnprod	REACT6300	species163953	1	1	Metabolism
rxnprod	REACT6300	species76633	1	1	Metabolism
rxnprod	REACT6300	species73663	1	1	Metabolism
inrxn	species193747	REACT10073	1	1	Metabolism
rxnprod	REACT10073	species193762	1	1	Metabolism
modrxn	species3222393	REACT13624	1	1	Metabolism
inrxn	species113534	REACT13624	1	1	Metabolism
inrxn	species156540	REACT13624	1	1	Metabolism
inrxn	species113601	REACT13624	1	1	Metabolism
inrxn	species30138	REACT13624	1	1	Metabolism
rxnprod	REACT13624	species215545	1	1	Metabolism
rxnprod	REACT13624	species113519	1	1	Metabolism
rxnprod	REACT13624	species113564	1	1	Metabolism
modrxn	E2588	REACT121094	1	1	Metabolism
inrxn	species2105007	REACT121094	1	1	Metabolism
inrxn	species1605715	REACT121094	1	1	Metabolism
rxnprod	REACT121094	species2104997	1	1	Metabolism
rxnprod	REACT121094	species1606845	1	1	Metabolism
modrxn	E11001	REACT10106	1	1	Metabolism
inrxn	species76194	REACT10106	1	1	Metabolism
inrxn	species113592	REACT10106	1	1	Metabolism
inrxn	species193762	REACT10106	1	1	Metabolism
rxnprod	REACT10106	species29356	1	1	Metabolism
rxnprod	REACT10106	species111294	1	1	Metabolism
rxnprod	REACT10106	species76577	1	1	Metabolism
rxnprod	REACT10106	species193741	1	1	Metabolism
modrxn	species3229251	REACT120986	1	1	Metabolism
inrxn	species2104997	REACT120986	1	1	Metabolism
inrxn	species1605715	REACT120986	1	1	Metabolism
rxnprod	REACT120986	species2104995	1	1	Metabolism
rxnprod	REACT120986	species1605637	1	1	Metabolism
modrxn	species3219417	REACT13615	1	1	Metabolism
inrxn	species113534	REACT13615	1	1	Metabolism
inrxn	species113601	REACT13615	1	1	Metabolism
inrxn	species156540	REACT13615	1	1	Metabolism
inrxn	species140356	REACT13615	1	1	Metabolism
rxnprod	REACT13615	species113519	1	1	Metabolism
rxnprod	REACT13615	species113564	1	1	Metabolism
rxnprod	REACT13615	species215075	1	1	Metabolism
modrxn	species3222452	REACT13793	1	1	Metabolism
inrxn	species113534	REACT13793	1	1	Metabolism
inrxn	species156540	REACT13793	1	1	Metabolism
inrxn	species113601	REACT13793	1	1	Metabolism
inrxn	species215611	REACT13793	1	1	Metabolism
rxnprod	REACT13793	species113519	1	1	Metabolism
rxnprod	REACT13793	species113564	1	1	Metabolism
rxnprod	REACT13793	species215636	1	1	Metabolism
modrxn	species3222363	REACT13761	1	1	Metabolism
inrxn	species113534	REACT13761	1	1	Metabolism
inrxn	species156540	REACT13761	1	1	Metabolism
inrxn	species113601	REACT13761	1	1	Metabolism
inrxn	species211892	REACT13761	1	1	Metabolism
rxnprod	REACT13761	species113519	1	1	Metabolism
rxnprod	REACT13761	species113564	1	1	Metabolism
rxnprod	REACT13761	species211944	1	1	Metabolism
modrxn	species3229177	REACT10016	1	1	Metabolism
inrxn	species29368	REACT10016	1	1	Metabolism
inrxn	species70106	REACT10016	1	1	Metabolism
inrxn	species29364	REACT10016	1	1	Metabolism
inrxn	species193724	REACT10016	1	1	Metabolism
rxnprod	REACT10016	species29356	1	1	Metabolism
rxnprod	REACT10016	species29366	1	1	Metabolism
rxnprod	REACT10016	species193745	1	1	Metabolism
modrxn	E10998	REACT10087	1	1	Metabolism
inrxn	species76194	REACT10087	1	1	Metabolism
inrxn	species113592	REACT10087	1	1	Metabolism
inrxn	species193778	REACT10087	1	1	Metabolism
rxnprod	REACT10087	species29356	1	1	Metabolism
rxnprod	REACT10087	species111294	1	1	Metabolism
rxnprod	REACT10087	species76577	1	1	Metabolism
rxnprod	REACT10087	species193739	1	1	Metabolism
modrxn	E56603	REACT13550	1	1	Metabolism
inrxn	species113534	REACT13550	1	1	Metabolism
inrxn	species156540	REACT13550	1	1	Metabolism
inrxn	species113601	REACT13550	1	1	Metabolism
inrxn	species215573	REACT13550	1	1	Metabolism
rxnprod	REACT13550	species113519	1	1	Metabolism
rxnprod	REACT13550	species113564	1	1	Metabolism
rxnprod	REACT13550	species215584	1	1	Metabolism
modrxn	REACT26924	REACT25050	1	1	Metabolism
inrxn	species29356	REACT25050	1	1	Metabolism
inrxn	species113592	REACT25050	1	1	Metabolism
inrxn	species947561	REACT25050	1	1	Metabolism
inrxn	species947496	REACT25050	1	1	Metabolism
rxnprod	REACT25050	species111294	1	1	Metabolism
rxnprod	REACT25050	species76577	1	1	Metabolism
rxnprod	REACT25050	species947539	1	1	Metabolism
inrxn	species113592	REACT21271	1	1	Metabolism
inrxn	REACT2722	REACT21271	1	1	Metabolism
rxnprod	REACT21271	REACT21995	1	1	Metabolism
inrxn	species29368	REACT120816	1	1	Metabolism
inrxn	REACT125222	REACT120816	1	1	Metabolism
rxnprod	REACT120816	species70106	1	1	Metabolism
rxnprod	REACT120816	species113528	1	1	Metabolism
rxnprod	REACT120816	REACT123853	1	1	Metabolism
modrxn	species187760	REACT22105	1	1	Metabolism
inrxn	REACT124491	REACT22105	1	1	Metabolism
rxnprod	REACT22105	REACT16091	1	1	Metabolism
modrxn	REACT8747	REACT21316	1	1	Metabolism
inrxn	species70113	REACT21316	1	1	Metabolism
rxnprod	REACT21316	species70115	1	1	Metabolism
modrxn	REACT26979	REACT25068	1	1	Metabolism
inrxn	species29356	REACT25068	1	1	Metabolism
inrxn	species71284	REACT25068	1	1	Metabolism
inrxn	species29438	REACT25068	1	1	Metabolism
rxnprod	REACT25068	species947703	1	1	Metabolism
rxnprod	REACT25068	species174390	1	1	Metabolism
rxnprod	REACT25068	species111294	1	1	Metabolism
rxnprod	REACT25068	species947537	1	1	Metabolism
modrxn	REACT125443	REACT120922	1	1	Metabolism
inrxn	species425425	REACT120922	1	1	Metabolism
inrxn	species352022	REACT120922	1	1	Metabolism
rxnprod	REACT120922	species111627	1	1	Metabolism
rxnprod	REACT120922	species188972	1	1	Metabolism
inrxn	REACT21995	REACT21378	1	1	Metabolism
rxnprod	REACT21378	species113592	1	1	Metabolism
rxnprod	REACT21378	REACT2722	1	1	Metabolism
modrxn	E1591	REACT13822	1	1	Metabolism
inrxn	species113533	REACT13822	1	1	Metabolism
inrxn	species113529	REACT13822	1	1	Metabolism
inrxn	species113600	REACT13822	1	1	Metabolism
inrxn	species215607	REACT13822	1	1	Metabolism
rxnprod	REACT13822	species113521	1	1	Metabolism
rxnprod	REACT13822	species113563	1	1	Metabolism
rxnprod	REACT13822	species215622	1	1	Metabolism
modrxn	E1545	REACT13668	1	1	Metabolism
inrxn	species29368	REACT13668	1	1	Metabolism
inrxn	species29364	REACT13668	1	1	Metabolism
inrxn	species70106	REACT13668	1	1	Metabolism
inrxn	species193132	REACT13668	1	1	Metabolism
rxnprod	REACT13668	species29366	1	1	Metabolism
rxnprod	REACT13668	species29356	1	1	Metabolism
rxnprod	REACT13668	species211973	1	1	Metabolism
modrxn	species3229233	REACT13765	1	1	Metabolism
inrxn	species113534	REACT13765	1	1	Metabolism
inrxn	species113601	REACT13765	1	1	Metabolism
inrxn	species156540	REACT13765	1	1	Metabolism
inrxn	species213155	REACT13765	1	1	Metabolism
rxnprod	REACT13765	species113564	1	1	Metabolism
rxnprod	REACT13765	species113519	1	1	Metabolism
rxnprod	REACT13765	species213151	1	1	Metabolism
modrxn	REACT11661	REACT11100	1	1	Metabolism
inrxn	REACT11661	REACT11100	1	1	Metabolism
inrxn	species198803	REACT11100	1	1	Metabolism
rxnprod	REACT11100	REACT11821	1	1	Metabolism
rxnprod	REACT11100	species198816	1	1	Metabolism
modrxn	E64816	REACT13740	1	1	Metabolism
inrxn	species113534	REACT13740	1	1	Metabolism
inrxn	species156540	REACT13740	1	1	Metabolism
inrxn	species113601	REACT13740	1	1	Metabolism
inrxn	species30321	REACT13740	1	1	Metabolism
rxnprod	REACT13740	species213144	1	1	Metabolism
rxnprod	REACT13740	species113564	1	1	Metabolism
rxnprod	REACT13740	species113519	1	1	Metabolism
modrxn	species3219424	REACT13700	1	1	Metabolism
inrxn	species113533	REACT13700	1	1	Metabolism
inrxn	species113600	REACT13700	1	1	Metabolism
inrxn	species113529	REACT13700	1	1	Metabolism
inrxn	species193988	REACT13700	1	1	Metabolism
rxnprod	REACT13700	species113563	1	1	Metabolism
rxnprod	REACT13700	species113521	1	1	Metabolism
rxnprod	REACT13700	species194005	1	1	Metabolism
modrxn	species198841	REACT11168	1	1	Metabolism
inrxn	species198852	REACT11168	1	1	Metabolism
rxnprod	REACT11168	species198827	1	1	Metabolism
modrxn	REACT24230	REACT121218	1	1	Metabolism
inrxn	species113528	REACT121218	1	1	Metabolism
rxnprod	REACT121218	species1237009	1	1	Metabolism
modrxn	species3219409	REACT13478	1	1	Metabolism
inrxn	species156540	REACT13478	1	1	Metabolism
inrxn	species113601	REACT13478	1	1	Metabolism
inrxn	species113534	REACT13478	1	1	Metabolism
inrxn	species211993	REACT13478	1	1	Metabolism
rxnprod	REACT13478	species113564	1	1	Metabolism
rxnprod	REACT13478	species113519	1	1	Metabolism
rxnprod	REACT13478	species211952	1	1	Metabolism
modrxn	REACT25705	REACT25006	1	1	Metabolism
inrxn	REACT25705	REACT25006	1	1	Metabolism
inrxn	species113592	REACT25006	1	1	Metabolism
inrxn	E4338	REACT25006	1	1	Metabolism
rxnprod	REACT25006	REACT26398	1	1	Metabolism
rxnprod	REACT25006	species111294	1	1	Metabolism
rxnprod	REACT25006	species76577	1	1	Metabolism
rxnprod	REACT25006	species947517	1	1	Metabolism
modrxn	species3229083	REACT13511	1	1	Metabolism
inrxn	species113534	REACT13511	1	1	Metabolism
inrxn	species156540	REACT13511	1	1	Metabolism
inrxn	species113601	REACT13511	1	1	Metabolism
inrxn	species216621	REACT13511	1	1	Metabolism
rxnprod	REACT13511	species113519	1	1	Metabolism
rxnprod	REACT13511	species113564	1	1	Metabolism
rxnprod	REACT13511	species216612	1	1	Metabolism
modrxn	REACT25716	REACT25353	1	1	Metabolism
inrxn	REACT25716	REACT25353	1	1	Metabolism
inrxn	species29356	REACT25353	1	1	Metabolism
inrxn	species947537	REACT25353	1	1	Metabolism
rxnprod	REACT25353	REACT25714	1	1	Metabolism
rxnprod	REACT25353	species70106	1	1	Metabolism
rxnprod	REACT25353	species947496	1	1	Metabolism
modrxn	REACT11367	REACT11182	1	1	Metabolism
inrxn	species70106	REACT11182	1	1	Metabolism
inrxn	species73473	REACT11182	1	1	Metabolism
inrxn	REACT11821	REACT11182	1	1	Metabolism
rxnprod	REACT11182	species29360	1	1	Metabolism
rxnprod	REACT11182	REACT11661	1	1	Metabolism
modrxn	E113612	REACT13412	1	1	Metabolism
inrxn	species113534	REACT13412	1	1	Metabolism
inrxn	species156540	REACT13412	1	1	Metabolism
inrxn	species113601	REACT13412	1	1	Metabolism
inrxn	species140356	REACT13412	1	1	Metabolism
rxnprod	REACT13412	species113564	1	1	Metabolism
rxnprod	REACT13412	species113519	1	1	Metabolism
rxnprod	REACT13412	species216620	1	1	Metabolism
modrxn	REACT2369	REACT814	1	1	Metabolism
inrxn	species163687	REACT814	1	1	Metabolism
rxnprod	REACT814	species113550	1	1	Metabolism
rxnprod	REACT814	E51085	1	1	Metabolism
modrxn	REACT170310	REACT169223	1	1	Metabolism
inrxn	REACT170310	REACT169223	1	1	Metabolism
inrxn	species29410	REACT169223	1	1	Metabolism
rxnprod	REACT169223	REACT170026	1	1	Metabolism
rxnprod	REACT169223	species110096	1	1	Metabolism
modrxn	REACT4442	REACT538	1	1	Metabolism
inrxn	species29356	REACT538	1	1	Metabolism
inrxn	species163438	REACT538	1	1	Metabolism
rxnprod	REACT538	species30495	1	1	Metabolism
rxnprod	REACT538	species163414	1	1	Metabolism
modrxn	REACT169836	REACT169406	1	1	Metabolism
inrxn	REACT169836	REACT169406	1	1	Metabolism
inrxn	species29410	REACT169406	1	1	Metabolism
rxnprod	REACT169406	REACT170310	1	1	Metabolism
rxnprod	REACT169406	species110096	1	1	Metabolism
inrxn	REACT2496	REACT1140	1	1	Metabolism
inrxn	E2167	REACT1140	1	1	Metabolism
rxnprod	REACT1140	REACT4442	1	1	Metabolism
modrxn	REACT170025	REACT169159	1	1	Metabolism
inrxn	REACT170025	REACT169159	1	1	Metabolism
inrxn	species29410	REACT169159	1	1	Metabolism
rxnprod	REACT169159	REACT169656	1	1	Metabolism
rxnprod	REACT169159	species110096	1	1	Metabolism
inrxn	REACT5654	REACT37	1	1	Metabolism
rxnprod	REACT37	E5346	1	1	Metabolism
rxnprod	REACT37	E51099	1	1	Metabolism
modrxn	REACT170097	REACT169150	1	1	Metabolism
inrxn	REACT170097	REACT169150	1	1	Metabolism
inrxn	species29410	REACT169150	1	1	Metabolism
rxnprod	REACT169150	REACT169762	1	1	Metabolism
rxnprod	REACT169150	species110096	1	1	Metabolism
modrxn	E2632	REACT169184	1	1	Metabolism
inrxn	REACT169762	REACT169184	1	1	Metabolism
rxnprod	REACT169184	REACT169770	1	1	Metabolism
modrxn	E51363	REACT120940	1	1	Metabolism
inrxn	species741440	REACT120940	1	1	Metabolism
inrxn	species2064226	REACT120940	1	1	Metabolism
rxnprod	REACT120940	species2064101	1	1	Metabolism
rxnprod	REACT120940	species742343	1	1	Metabolism
modrxn	REACT169712	REACT169355	1	1	Metabolism
inrxn	REACT169712	REACT169355	1	1	Metabolism
inrxn	species29410	REACT169355	1	1	Metabolism
rxnprod	REACT169355	REACT170097	1	1	Metabolism
rxnprod	REACT169355	species110096	1	1	Metabolism
modrxn	E2632	REACT169170	1	1	Metabolism
inrxn	REACT170026	REACT169170	1	1	Metabolism
rxnprod	REACT169170	REACT169618	1	1	Metabolism
inrxn	REACT4459	REACT644	1	1	Metabolism
